name,email,website,phone,address,sent
Cambarou,,https://www.cambarou.fr/,+33 488600501,13 Cours Mirabeau Aix-en-Provence,non
Gaodina,contact@gaodina.com,https://gaodina.com,,1075 Chemin du Mont Robert,non
Aji-Sushi,,https://ajisushi.fr,+33 4 42 27 92 53,14 Rue de la Couronne Aix-en-Provence,non
Pasta Luce,,,,22 Rue de la Couronne Aix-en-Provence,non
Café de la Fontaine,,,,Aix-en-Provence,non
No Name,yang.ye@nonameresto.com,https://www.no-name-restaurant-aix-en-provence.fr/,+33 9 86 47 13 44,11 Rue de la Couronne Aix-en-Provence,non
Sushi Couronne,,,,23 Rue de la Couronne Aix-en-Provence,non
Licandro,licandrolebistro@gmail.com,https://www.licandrolebistro.com/,+33 6 27 20 03 99,18 Rue de la Couronne Aix-en-Provence,non
Tonkin,,,+33 9 83 55 39 85,9 Rue Boulegon Aix-en-Provence,non
La Braise,,,+33 4 42 29 53 55,Rue des Bernardines Aix-en-Provence,non
Betty's Resto,contact@hcrestaurant.fr,https://hcrestaurant.fr/,+33 650226392;+33 442232421,8 Rue Boulegon Aix-en-Provence,non
Les Galinas,,,,,non
La Maison du Bistrot,lamaisondubistrot@gmail.com,,+33 7 56 84 59 86,,non
La Table Tunisienne,,,+33 6 50 41 30 87; +33 7 74 91 23 22,,non
Thala,,,,,non
La plume végétale,,,,,non
Miel Sushi,,,,,non
Nino Café,,https://www.ninocafe.fr/,+33 442202929,41 Cours Mirabeau Aix-en-Provence,non
Le Milan'O,,,,,non
D'Amour,,,,,non
La Cantina,,,,,non
La Bastide de Paula,contact@labastidedepaula.fr,https://labastidedepaula.fr/,+33 4 86 91 52 95,43 Cours Mirabeau Aix-en-Provence,non
Le Mirabeau,,,,,non
Palmyra,,,,3 Rue Portalis Aix-en-Provence,non
Ao,,,,Rue Portalis Aix-en-Provence,non
Da Aldo,aldo13100@gmail.com,https://trattoria-da-aldo.cover.page/fr,+33 442664580,14 Rue Portalis Aix-en-Provence,non
Le Jasmin,,,,6 Rue de la Fonderie Aix-en-Provence,non
Caffé Cardeurs,,,,,non
Breakfast Club,,https://www.breakfastclubfrance.com,,,non
Coucou,,https://www.coucou-aix.fr,,,non
La Casa des Jumelles,,,,20 Rue des Cordeliers Aix-en-Provence,non
enjoysushi,,,,,non
Il était une fois,,,+33 4 42 58 78 56,,non
Chez Hanson,,,+33 4 42 22 97 07,6 Rue Lieutaud,non
Pema,,,,,non
Taster,,,,,non
Yves,,,+33 6 67 27 14 62,,non
Fatto Bene,,,,,non
Tay Lai,,,,16 Rue des Marseillais,non
L'atelier des Saisons,,,,,non
SD sushi,,,,1 Rue Buscaille,non
Le Bouillon Aixois,,,,29 Rue de la Couronne,non
Arom,arom.restaurant.aix@gmail.com,https://www.arom-restaurant.fr/fr,+33 6 32 38 44 82,,non
Maison Daniel,,,+33 4 88 41 25 07,7 Rue du Maréchal Foch,non
Le Singe Vert,,,,15 Cours Mirabeau,non
Folia,,,,,non
Shakespeare,,,,,non
Tredici Pizzeria,,,+33 9 83 26 58 65,,non
Arev,,,,,non
Azimut,,,,,non
Kiwa,,,+33 4 42 26 31 93,,non
Flic En Flac,,,,,non
Charlie,,,,,non
Bistro Wu,,,,,non
Las Casas,,,,,non
Asia Food,,,,,non
La Kemia,,,,,non
La Verrerie,laverrerieaix@gmail.com,https://laverrerieaix.eatbu.com/?lang=fr,,,non
Alibaba,,,+33 6 16 03 06 88,,non
Tchang Les Nouilles Vivantes,,https://lesnouillesvivantes.fr/,+33 7 67 66 25 08,,non
Empanadas Club,aix@empanadasclub.com,https://www.empanadasclub.com/empanadas-club-aix-en-provence-restaurant-argentin,+33 4 83 43 29 23,,non
La Cita,,https://lacita.fr/,+33 4 88 29 15 74,,non
Piacere,,,,,non
La Cabane En Ville,,,+33 6 22 21 03 31,,non
Edykos,,,,,non
Chez Annie,,,,,non
La station,,,,,non
Mamone,,,,,non
Gnocchi Della Nonna,,,,,non
L’'instant cosy,,,,,non
Naia,,,+33 4 13 75 94 90,,non
Les Petites Cantines (Aix),aix@lespetitescantines.org,https://aix-en-provence.lespetitescantines.org/,,Place Victor Schoelcher Aix-en-Provence,non
Le Cœur de Jade,,,,,non
Sapporo,,,,,non
Comptoir des Amis,,,,,non
Sushi Kôpé,,,+33 652361799,31 Ancienne Route Nationale 8 Luynes,non
La Pizza Verte,,,+33 442241430,,non
Tra Vinh,,,+33 442266118,,non
Le P'tit Midi,,,,,non
La Mie Dinette,,,,,non
Mesa,,,,,non
Sarriette,,,,,non
Moment,,,,,non
Nangadef,,,,,non
le Boui Boui,,,,,non
Brasserie Léopold,,,,,non
Kim d'Asie,,,,,non
Le Garden,,,,Route de Berre,non
Bistro Japon,,,,,non
Foud,,https://foud.com/,+33 4 65 07 08 10,140 Rue Frédéric Joliot Aix-en-Provence,non
Restaurant Universitaire Nord,,,,,non
Club House,,,,,non
Côté Lac,,,,,non
Kassia Cheese Naan,,,,5 Boulevard de la Grande Thumine Aix-en-Provence,non
Méli-Mélo,lemelimelo.aix@gmail.com,https://www.lemelimelo-aix.fr/,+33 4 42 58 76 74,1020 Chemin des Figons Aix-en-Provence,non
La Paillote by Damien,,https://www.la-paillote-by-damien-aix-en-provence.com/,+33 4 42 93 32 29,1600 Route des Milles  Domaine de la Parade Aix-en-Provence,non
Cantine,,,,,non
Marasino,,,,2 bis,non
L'Expresso Café,,http://lexpressocafe.com/,,,non
Les Inséparables,restaurantlesinseparables@gmail.com,https://lesinseparables-aix.fr/,+33 4 42 27 90 32,,non
Restaurant universitaire les Gazelles,,,,,non
Monsieur Sushi,,https://monsieur-sushi.com/,+33 4 42 61 21 88,38 Avenue Victor Hugo Aix-en-Provence,non
Chez Pierre,,,+33763783568,12 Avenue Victor Hugo,non
Club des jazz,,,,,non
Les rois Maj,,https://www.lesroismaj.com/,,,non
La Bonne Table,,,,,non
Le bouche à oreilles,,,,,non
La Crouzzéria,,,,,non
Parma Pizza,,,,,non
Restaurant COCOTTE,,,,175 Chemin des Piboules Aix-en-Provence,non
Long Bún,contact@longbun.fr,https://www.longbun.fr/,+33 4 42 27 29 66,Luynes,non
Marcella - Restaurant Italien,restaurant@marcellatrattoria.fr,https://restaurant.marcellatrattoria.fr,+33 6 46 33 32 13,1140 Rue André Ampère Aix en Provence,non
Le moulin de Gèmenos,lhistoiredumoulin@gmail.com,http://www.moulin-gemenos.fr,+33 4 42 32 22 26,,non
Le Fer à cheval,,,,,non
Restaurant "Pinocchio",,,,,non
Flunch,,,,,non
Pizza Paï,,,,,non
Planetalis,,,,,non
Chinasia fast food,,,,,non
Pizzeria Roma,,,,,non
Indochine,,,,,non
Le 3 Farfalle,,https://le-3-farfalle.org,+33 4 42 08 95 68,14 Place Joseph Rau Aubagne,non
Goûtez la Provence,,,,,non
l'Air du Temps,,http://www.restaurant-airdutemps.fr,+33442329440,300 Route Nationale,non
Yatay,,,,,non
L'Inattendue,,http://www.l-inattendue-restaurant-aubagne.com,+33 9 83 25 05 08,8 Rue Hoche Aubagne,non
Dragon de Jade,,http://restodragondejade.free.fr/,+33 4 42 03 15 96,1 Place Joseph Rau Aubagne,non
Luzumaki Artisan sushi,,,+33 4 42 32 66 50,21 Boulevard Jean Jaurès Aubagne,non
La Cave à Sushi,,,+33 9 73 58 80 53,22 Cours Voltaire Aubagne,non
La Table de Voltaire,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,http://latabledevoltaire.wixsite.com/restaurant,+33 4 42 83 18 81,12 Cours Voltaire Aubagne,non
Zeu Burgers,,,+33 4 42 08 06 40,5 Rue Colonel de Roux Aubagne,non
Le Florentin,,,+33 4 42 03 00 86,14 Cours Maréchal Foch Aubagne,non
Tutti Quanti,,,,50 Rue de la République Aubagne,non
L'Albizia,,http://www.creperie-lalbizia.fr,+33 6 51 97 69 57,11 Place Joseph Rau Aubagne,non
Les Délices d'Orient,,https://www.delicesorient.com/,+33 6 29 90 77 31,8 Boulevard Jean Jaurès,non
L’Argilla - Restaurant L'Atelier Culinaire,,http://largilla.blogspot.fr/p/la-carte.html,+33 4 42 04 05 14,61 Rue de la République Aubagne,non
Le Borsalino,,http://www.restaurant-borsalino.com/,+33 4 42 71 07 97,3 Boulevard Jean Jaurès Aubagne,non
L'Entre deux,,,+33 6 12 03 47 51,12 Rue Rastègue Aubagne,non
Loberge Resto Club,,http://www.loberge-pub.com/,+33 4 42 82 10 55; +33 6 10 64 12 50,,non
L'Envie des Mets,,,,Rue Moussard Aubagne,non
Restaurant la rosee,,,,120 Avenue Loulou Delfieu Aubagne,non
Restaurant le Mandé,,,,115 Passerelle d'Accès du Parking du McDonald's Aubagne,non
Restaurant la cadette,,,,120 Avenue du 8 Mai Aubagne,non
Brasserie des Congrès,,http://lescongres.com,+33 4 42 73 76 48,10 Centre Vie Agora,non
Trattoria e Capricci,,,+33 4 42 82 90 60,Chemin des Paluds,non
Pizza Pasta,,,,,non
Le Moulin des Paluds,,,+33 4 42 73 12 81,Avenue de la Fleuride Aubagne,non
Verteurasia Valentine Bio,,https://www.verteurasia.fr/,,800 Avenue du Château de Jouques Gémenos,non
La maison de fabiana,,,+33 4 42 01 56 64,8 Cours Barthélémy Aubagne,non
Le 66,,,+33 4 42 32 93 09,515 Avenue du 21 Août 1944 Aubagne,non
Les délices de Babylone,,,+33 4 42 70 94 57,,non
Paula,,,,,non
Le bouchon,,,,,non
Zia Concetta,,,,,non
Le Bergo,,,+33 4 42 32 19 93,12 Place Georges Clemenceau Gémenos,non
La Table,,https://panierdequartier.fr/la-table/,+33 7 62 19 83 90,248 Avenue des Paluds Aubagne,non
O Milieu,,,+33 4 42 70 08 60,248 Avenue des Paluds Aubagne,non
O'Regal,,,+33 7 84 43 52 18,248 Avenue des Paluds Aubagne,non
Green is better,greenisbetter@bbox.fr,https://www.greensurmesure.fr/,+33 9 81 39 66 56,248 Avenue des Paluds Aubagne,non
Le Bol d'Air,boldair-leresto@outlook.fr,https://www.boldair-leresto.net/,+33 9 86 48 14 26,,non
Le Crystal,,https://www.le-crystal.eatbu.com,+33 6 52 16 80 88,19 Avenue des Paluds Aubagne,non
La Kandide,lekandide.restaurant@orange.fr,,+33 4 42 70 90 47,248 Avenue des Paluds Aubagne,non
Memphis Coffee,memphis.aubagne@gmail.com,https://www.memphis.coffeel.com/,+33 4 42 73 07 81,572 Avenue des Caniers Aubagne,non
Le Morrison,,,+33 4 32 36 72 51,,non
Popote,,https://www.popote-box.com/,+33 4 86 33 01 49,112 Avenue du Vent d'Aut Aubagne,non
La cantine bio (Gémenos),,https://satoriz.fr,+33 4 42 84 24 29,,non
SU and SHI,,https://www.suandshi.com/,+33 8 26 30 03 06,,non
EatSalad,,,,,non
KOOK Trattoria,,,,,non
Luzumaki,,,,,non
Le Nippon,,,+33760672927,,non
Hong Kong,,,+33442036204,40,non
La Casa du Burger,,,+33 6 28 78 03 01,,non
Perséphone,,,,place Georges clémenceau,non
Shin Ramen,,,,Avenue de Laute,non
Le 36,,,,1 Place Georges Clemenceau,non
Tennis CLub - O Bistrot,,,,Chemin de Saint-Pierre Aubagne,non
L'étoile d'Orient,,,+33 4 42 18 96 79,2 Rue Rastègue Aubagne,non
O’250,restauranto250@gmail.com,https://www.restauranto250.fr/,+33 9 70 66 76 58,250 Avenue du Château de Jouques Gémenos,non
Chez Marius,,,+33 4 42 32 22 16,66 Route d'Aubagne Gémenos,non
Il était une frite... Une fois !,,,+33 7 68 60 16 26,RD 96 Route de Napollon Aubagne,non
Di Qui E Di La,,,,,non
El Sol,,,,,non
Le Cendrillon,,,,,non
Le Perroquet,,,,,non
La Villa Madie,servations@blacklimoservices.fr,https://lavillamadie.com,+33 4 96 18 00 00,Avenue du Revestel Cassis,non
Casa Roma,,,,5 Rue Brémond,non
Monsieur Brun,,,,2 Quai Calendal,non
Hôtel-Restaurant Le Clos des Arômes,,,,10 Rue Abbé Paul Mouton Cassis,non
Yacht Club de Cassis,,,,,non
Le Comptoir du Naïo,,,,6 Quai Carnot,non
Le Bistro,,https://www.le-bistro-restaurant-cassis.com/,+33 4 42 01 07 59,8 Avenue de l'Amiral Ganteaume,non
L'Escalier,,,,,non
Don Camillo,,,,,non
La Vieille Auberge,,,,,non
Chez César,,,,,non
Chez Gilbert,,https://www.chezgilbert.net/,+33 4 30 22 04 80,19 Quai des Baux,non
César la suite...,,,,,non
L'Oustau de la Mar,,,,,non
La Girandole,,,,,non
Le Canaille,,,,,non
La Stazione,,https://lastazione-cassis.com/,+33 4 42 01 16 60,39 Avenue Victor Hugo,non
Marco Polo,,,,,non
La Voûte,,,,,non
Le Bonaparte,,,+33 4 42 01 80 84,,non
Le Chaudron,,,+33 4 42 01 74 18,,non
Brasserie Le Mistral,,http://www.lemistralcassis.com/,,,non
Les Frangines,,,,,non
La Storia di Vincenzo,,,,7 Quai des Baux,non
Brasserie La Peace'In,,,,,non
La Loco,zakok6@live.fr,,+33 4 86 18 48 28,,non
Le Bistro'Quai,,,,,non
Le Bistrot de Nino,,https://www.le-bistrot-de-nino-restaurant-cassis.com/,+33 4 42 36 94 09,1 Quai Jean Jacques Barthélémy,non
Le Bestouan,,,,,non
L'Escalier Restaurant,,,,,non
Tak'away,,,,1 Avenue Docteur Emmanuel Agostini,non
La Bonne Mère,,,+33 4 42 72 31 67,19 Rue Michel Arnaud,non
Ô REV,,https://www.orevcassis.com/,+33 4 42 01 23 03,,non
Corton Beach,,https://www.cortonbeachcortonkayakcassis.com/,+33 6 71 72 21 02,Avenue du Revestel,non
Poissonnerie Laurent,,,+33 4 42 01 71 56,5 Quai Jean Jacques Barthélémy,non
Calendal,,,,,non
Terroir et marée,,,,,non
La Nonna D’Oro,,,,,non
Les Collègues,,,,,non
Cassis et Romarin,,,+33 9 73 89 69 63,,non
La Plage Bleue,,,,,non
Saveurs Latines,,,,,non
La Défonce,,,+33 4 13 12 63 97,,non
À Table,,,,,non
La Pizzeria della Stazione,,https://www.pizzeria-stazione-cassis.com/,+33 4 42 70 21 49,4 Rue Raphaël Ponson,non
Le Poisson Rouge,,https://lepoissonrougerestaurantcassis.com/,+33 4 42 71 53 75,Impasse Farine,non
La Fringale,,,,5 Rue Pasteur,non
Restaurant le Patio,,,,,non
Snack Le Repaire,,,,,non
La Presqu'île,,,,,non
Les Belles Canailles,,,,,non
Le Grand Large,contact@grandlargecassis.com,https://www.grandlargecassis.com,+33 4 84 88 51 77,,non
Chez LOL,,,,,non
La crique,,,,,non
Santa Maria,,,,,non
Au Chantier,,,,,non
L'Escalet,,,,21 Quai François Mitterrand,non
L'Atelier Gourmand,,,,,non
Chez Marco,,,,,non
Bar Restaurant Pizzeria de la Garde,,,,,non
L'écume des glaces,,https://ecumedesglaces.e-monsite.com/,+33 6 28 25 50 11,8 Place Sadi Carnot,non
Le Peroquet,,,,,non
La Tete d'Ail,,https://m.facebook.com/La-Tete-Dail-710042809032564/,+33442369920,13 Boulevard Anatole France,non
Crepérie,,,,,non
Chez Sophie,,,+33 4 42 73 02 09,,non
L'Athelia,,http://www.athelia13.fr/,+33 4 42 08 65 28,14 Avenue des Sorbiers La Ciotat,non
Oyster Bar,,,,,non
Loulou la Malice,,,,,non
Le Cap,,,+33 9 53 87 41 23,5 Avenue Victor Hugo,non
Au bonheur de Saïgon,,,,19 Boulevard Anatole France,non
La Pêcherie,,,,41 Quai François Mitterrand,non
Le Ricochet,,,,18 des combattants,non
côté jardin,,,,,non
Le Nautique,,,,,non
La table de Jeanne,,,,29 Quai François Mitterrand,non
Comme en Italie,,,,6 Place Sadi Carnot,non
La tête d'ail,,,,13 Boulevard Anatole France,non
Le Phare,,,,Quai Général de Gaulle,non
Daxxia,,,+33 4 42 62 02 02,680 Avenue Émile Bodin La Ciotat,non
Le Sloop,,,,3 Quai François Mitterrand,non
Ma Cuisine du Marché,,,+33 4 42 71 93 74,28 Rue Fougasse,non
Hemingway's,,,,13 Place Sadi Carnot,non
La vague,,,,,non
Murano,,,,50 Voie Ariane La Ciotat,non
Les 2 L,,,,63 Avenue de la Plaine Brunette La Ciotat,non
Les Minots,,,,36 Quai François Mitterrand,non
Le 37,,,,,non
Les Jardins de Lola,,,+33 7 55 67 15 58,3 Avenue Fernand Gassion,non
Le Golfe,,,,14 Boulevard Anatole France,non
La Marine,,,,40 Quai François Mitterrand,non
L'Ile Verte,,,+33 6 19 41 12 24,Calanque St Pierre,non
Kitch & Cook,,,,,non
Bustan,,,,,non
Le Wagon,,,,,non
Before au Balcon,,,,,non
Restaurant les pia pia,,,,9 Quai Ganteaume,non
Crown Pizza,,,,,non
Sous les lampions,,,,,non
La Cantine Ciotadenne,,,,,non
The Cotton Club,,,,,non
La Virgule,,,,,non
Brasserie di Babbo,,,,,non
AQO,,https://www.restaurant-la-ciotat.fr/accueil-aqo/,+33 4 88 39 85 07,208 Avenue Président Wilson,non
Les Terasses de la Mer Chez Marco,,,,,non
O'Carrefour,,,,,non
Chrimol Street,,,+33972320059,,non
Pizza au feu de bois,,,,,non
Elmina,,,,,non
Nazareth,,,,,non
La Dame de La Ciotat,,,,,non
Couleurs de Shimatani,,,,,non
Signorino,signorino.glm@gmail.com,https://signorino.eatbu.com,+33 9 78 81 11 01,329 Avenue Jules Ferry La Ciotat,non
Le Saint Jean Plage,,,,Avenue de Saint Jean,non
CIOT Thaï,,,,,non
Le Maïa,,,,,non
La Mule,,,+33 4 96 30 18 26,,non
Le Carpe Diem,,,+33 9 81 19 40 62,,non
Molto Mucho,,,,,non
Restaurant Le Mugel,,,,,non
Calanque de Figuerolles,,,,,non
Bistrot 515,,,,,non
Chez Coco,,,,,non
La Voile,,,,,non
chez Gambas,,,,Avenue groupe manouchian,non
BOMBA,,https://bombarestaurant.octotable.com/index.html,+33 4 42 42 15 91,Avenue Louis Sammut Martigues,non
Instant d'Ailleurs,,,,,non
O WOK,,,,,non
Vegas Diner,,,,,non
Kariné,,,,,non
Phuoc Loc,,,,,non
La table d'Alsace,,,,,non
Lentre Deux,,,,,non
Le trou du mât,,,,,non
Thanh Dat,,,+33 4 42 49 42 21,21 Quai Lucien Toulmond Martigues,non
Lou Provençal,,,,,non
Goloso,,,,,non
Restaurant Pascal,,,,,non
Taj Mahal,,,,,non
Hémisphére,,,,,non
Sangiov,,,,,non
Lust,,,,,non
Diplomate,,,,,non
Le Gusto Café,,,,,non
La Cour du Théâtre,,,,,non
La Poste,,,,12 Rue Gambetta Port-de-Bouc,non
Guenat's,,,,,non
Aromates,,,,,non
Bertrand ROY,,,,,non
La Crêperie,,https://la-creperie-martigues-58.webself.net/,+33 4 42 81 68 32,26 Quai Général Charles Leclerc Martigues,non
L'Atelier,,,,,non
O'BM,,,,,non
Moulemania,,,,,non
Nem,,,,,non
Maritima,,,,,non
La Grange,,,,,non
La Cocotte de l'île,,,,,non
Salt N Boka,,,,,non
Le Miroir,,https://www.restaurantlemiroir.com/,,,non
Villa Sorriso,,,,,non
Van's Burger,,,,,non
club house Centre Nautique Martigues,,,,,non
Le 122,,,,,non
Chinois,,,,,non
Venetia,,,,,non
Les Terrasses,,,,,non
Tacos Power,,,,,non
La tomate rouge,,,,,non
Le plaisancier - le new port,,,,7 Rue Frédéric Sauvage Martigues,non
BOF - Bistro Original Français,,https://bof-bistro.business.site/,+33 4 65 05 95 88,11 Place Gérard Tenque Martigues,non
La Pignata italiana,,,,,non
Casa Pazoli,,,,,non
Ramade,,,,,non
Le Quai,,,,,non
Restaurant Traditionnel,,,,,non
Global Cass'Dall,,,,,non
Le Saphir,,,,,non
A L'baraque,,,,,non
La petite Venise,,,,,non
L'Accademia Caffe,,,,,non
Maison Gaillard,,,,,non
Camden,,,,,non
La Casbah,,,,,non
La Grillade Martigues,,,,,non
Saveurs Marocaines,,,,,non
Flammes & Saveurs,,,,,non
Paillote Tchikita Cabana,,,+33 6 35 22 78 24,,non
C'P CHé,,,,,non
Le Vincennes,,,,,non
Pizza Magna,,,,,non
Le Planet,,,,,non
Signatur,,,,,non
Le Hameau de Grans,,,,,non
Bar de Bel Air,,,,,non
La Bastide du Moulin à Poivre,,,,,non
Le Mas du Soleil,,,,,non
L'Épicurien,,,,27 Route de Salon Pélissanne,non
Le Temps des Secrets,,,,,non
Pizza Capri,,https://www.pizza-capri.fr/nos-boutiques/salon-de-provence,,,non
La Taverne,,,+33 4 90 55 12 44,5 Rue Georges Clemenceau Pélissanne,non
Nachos,,https://nachos.fr/salon-de-provence,,,non
Le hangar,,,,,non
SayTo,,https://saytosushi-salondeprovence.com,,,non
Louise,,https://louiseglaces.com,,,non
La Case à Palabres,,https://www.lacaseapalabres.fr/,+33 4 90 56 43 21,,non
Le Provençal,,,,,non
L'Autrefois,,,,,non
Le Moulin d'Isnard,contact@chez-maxime.fr,https://www.lemoulindisnard.fr,,25 Rue Moulin d'Isnard,non
Tokyo Sushi,,,,,non
Pizza de la place,,,,,non
Lou Pataclé,,,,,non
Gourmand d'Asie,,,,,non
Gaia,,,,,non
L'olivier,,,,32 Rue du Bourg Neuf,non
L’endroit,lendroit.de.salon@gmail.com,http://www.restaurant-lendroit-salon-de-provence.fr,,20 Montée André Viallat,non
Papa,,,,,non
Pizzeria au feu du bois,,,,,non
Au Coq sous Cloche,,,,,non
Lou Paradou,,,,,non
La Bergerie,,,,,non
Pizzacosy,,,,,non
Syrian House,,,,,non
Saveurs de cuisine,,,,,non
La Mezzetta,,,,,non
Chez Mus,,,,,non
La Table Marocaine,,,,,non
Au Grains des Aromes,,,,,non
Crêperie Brocéliande,,https://www.broceliande-creperie-salon-de-provence.fr,,,non
La Taperia,,,,,non
Brasserie Le Longchamp,,,,,non
Chadiyo,,,,,non
La fille de ...,,,,,non
Iki Guys,,https://www.iki-guys-restaurant-salon-de-provence.fr,,,non
Le Food Truck,,,,,non
L'épicerie,,,,,non
Orchidée,,,,,non
l'Estive,,,,,non
Le Marigny,,,,,non
Ô 2 Frères,,,,,non
Pizza Antoine,,,,,non
Trattoria Salone,contact@trattoria-salone.com,https://www.trattoria-salone.fr,+33 7 88 64 54 16,,non
La bella donna,,,,,non
Le Bistro du Potager,,,+33 4 42 86 85 01,,non
Il Forno DA VITO,,,,,non
Kwetu,,https://kwetu.fr/,,,non
Hai Sushi,,https://haisushi.fr/,,,non
Le Delicatessen,,,,,non
L'entrecôte du château,,,,,non
Toasty Poke,,,,,non
L'Eskal Kréol,,,,,non
Kohi-Noor,,,,,non
La Batisse,,,,,non
Panamera,,,,41 Rue Georges Clemenceau Pélissanne,non
A Quoi Pizza,,,+33 4 65 01 12 10,,non
L'Embellie,,https://www.lembelliebrasseriesalonaise.fr,,,non
Pala's Pizza,,,+33 9 88 45 17 13,,non
Fresh Food,,,,,non
La Popote Minute,,,,,non
Restaurant Bleu,,,,,non
Le Cocorico,,,,,non
Le Moulin des Sens,,https://moulindessens.fr/,,,non
Chez Cam,,,,,non
Pasta Moules,,,,,non
Villa Salone,,,,,non
Joliane,,,,,non
l'atelier de la cheffe,latelierdelacheffe@gmail.com,https://www.latelierdelacheffe.com,,,non
La Petite Cabane,,,,,non
La Jauffrette,,,,,non
Tokyo,,https://www.tokyosalon.fr/,,,non
La Table de Manon,,,,,non
Le Drip's,,,,98 Avenue Elsa Triolet Marseille,non
Hôtel Terminus Saint-Charles,contact@hotelterminusmarseille.fr,https://www.hotelterminusmarseille.fr/,,,non
New Hotel Select,,,,,non
B&B Hotel,,,,8 Avenue Elsa Triolet Marseille,non
Villa M Marseille,fo@hotelvillam-marseille.com,https://www.hotelvillam-marseille.com/,,17 Place Louis Bonnefon,non
Novotel,h0911@accor.com,https://all.accor.com/hotel/0911/index.fr.shtml,,,non
Hôtel Saint-Louis,,http://maison-saintlouis.com/,,,non
Etap Hotel,,,,,non
La Residence du Vieux Port,info@hrvpm.com,https://www.hotel-residence-marseille.com/,,,non
Hôtel Belle-Vue,info@hotelbellevuemarseille.com,https://www.hotelbellevuemarseille.com/,,,non
Hôtel Ibis Marseille Euroméditerranée,,,,,non
New Hôtel Le Quai Vieux-Port,,,,,non
Hôtel Lutetia,,http://www.lutetia-marseille.com/,+33 4 91 50 81 78,,non
Adagio Access Saint-Charles,,https://www.adagio-city.com/,,,non
Hôtel Européen,,,+33 4 91 54 17 63;+33 4 13 59 95 58,25 Marseille,non
Campanile Marseille - Saint-Antoine,marseille.stantoine@campanile.fr,https://www.campanile.com/fr/hotels/campanile-marseille-saint-antoine,,,non
B&b Hôtel,bb_4522@hotelbb.com,https://www.hotel-bb.com/fr/hotels/marseille-centre-la-joliette.htm,+33 8 92 70 22 18,52 Marseille,non
Hôtel Carré Vieux-Port,ejzzq@6oc8.ez,https://www.hotel-carre-vieux-port.com,,6 Rue Beauvau,non
Hôtel Europe,,,,,non
Life hôtel VP,,,,,non
Maisons du Monde hôtel,marseille@maisonsdumondehotel.com,https://marseille.maisonsdumondehotel.com,,43 Quai des Belges,non
New Hotel Marseille,,,,,non
Ibis Budget,,,,,non
Nady,,,,,non
Hotel Terminus,,,,59 Bd des dames Marseille,non
Escale Oceania,,,,,non
B&B HOTEL Marseille Prado Parc des Expositions,bb_4718@hotelbb.com,https://www.hotel-bb.com/fr/hotel/marseille-prado-parc-des-expositions,+33 8 92 23 34 16,6 Rue de Cassis Marseille,non
Ibis,,,,,non
Montgrand,,,,50,non
Gîte des Loubets,,,,,non
Appart'City,,,,,non
Sofitel Vieux Port,,,,36 Marseille,non
Hôtel Sylvabelle,hotel.sylvabelle@orange.fr,http://www.hotel-sylvabelle-marseille.com,+33 4 91 37 75 83,,non
B&b Hôtel Marseille La Valentine,,https://www.hotel-bb.com/fr/-/hotelByName.htm?id=4409,+33 8 92 78 80 61,,non
Alex Hôtel,,https://www.alex-hotel.fr/,,,non
Hôtel Le Panoramique,,,,,non
Hôtel Windsor,,,,,non
Café Hôtel Edmond,info@hoteledmondrostand.com,https://www.hoteledmondrostand.com/,,31 rue Dragon,non
Hôtel Victory,,,,23 Marseille,non
AC Hotel Marriott,,,,,non
Hôtel du Pharo,,,,,non
B&B Hôtel Marseille Prado Vélodrome,bb_4584@hotelbb.com,https://www.hotel-bb.com/fr/hotels/marseille-prado-velodrome.htm,,6,non
Music Hotel,,,,12,non
Mercure Centre Vieux Port,,,,,non
Hôtel de France,,,,,non
B&b Hôtel Marseille Les Ports,bb_4590@hotelbb.com,https://www.hotel-bb.com/fr/hotels/marseille-les-ports.htm,+33 8 90649712,7,non
Staycity Aparthotels Marseille,marseille.info@staycity.com,https://www.staycity.com/marseille,+33 4 91 87 82 20,4 Marseille,non
l'Oustau,,,,Place Frédéric Mistral,non
Hôtel Duc,,http://www.duchotel.sitew.fr/,,,non
Hôtel Le Rocher,,,,,non
L'eau des Collines,,https://www.hotel-eau-des-collines.fr/,,,non
Marseille Euromed,contact@appartcity.com,https://www.appartcity.com/fr/destinations/provence-alpes-cote-d-azur/marseille/marseille-euromed.html,+33 4 57 38 37 13,118 Rue de Ruffi,non
Hôtel Trianon,,,,12 Rue de la Grande Armée,non
Hôtel du Coq,,,,,non
La girafe Apparthotel,,,,,non
Hôtel d'Anjou,,,,,non
Hôtel des Platanes,,,,,non
Hôtel Panoramique,,,,,non
Hôtel Ariana,,,,,non
Hôtel Sainte-Marie,,,,,non
Aparthotel Adagio Access Marseille Prado Périer,H8402@adagio-city.com,https://www.adagio-city.com/de/hotel-8402-aparthotel-adagio-access-marseille-prado-perier/index.shtml,+33496208900,161 Avenue du Prado Marseille,non
Rocky pop,,,,60 Marseille,non
Le Céleste,,,,Place du Mistral Marseille,non
Hôtel Massilia,,,,,non
Hôtel Baron Amédée Armand,,,,,non
Casa Ortega,,casa-ortega.fr,+33954327437,,non
Pension Edelweiss,,https://pension-edelweiss.fr/,+33951233511,,non
